block,timestamp,amount0,amount1,total_supply,price,tick
23695484,1770438295,1067.00000000,0.505992,1000000000,0.000474,199781
23697484,1770440295,985.24594420,0.544993,1000000000,0.000480,199901
23699484,1770442295,997.84778953,0.538951,1000000000,0.000479,199882
23701484,1770444295,978.53112064,0.548217,1000000000,0.000480,199911
23703484,1770446295,981.44674266,0.546817,1000000000,0.000480,199906
23705484,1770448295,806.52041842,0.631905,1000000000,0.000493,200164
23707484,1770450295,824.62547796,0.622996,1000000000,0.000491,200138
23709484,1770452295,762.84881165,0.653494,1000000000,0.000496,200229
23711484,1770454295,785.20086914,0.642427,1000000000,0.000494,200196
23713484,1770456295,796.42938992,0.636881,1000000000,0.000493,200179
23715484,1770458295,748.95982993,0.660389,1000000000,0.000497,200250
23717484,1770460295,738.19180385,0.665745,1000000000,0.000498,200266
23719484,1770462295,741.59316772,0.664052,1000000000,0.000498,200261
23721484,1770464295,738.52530907,0.665579,1000000000,0.000498,200266
23723484,1770466295,833.43709238,0.618669,1000000000,0.000491,200125
23725484,1770468295,846.24673277,0.612388,1000000000,0.000490,200106
23727484,1770470295,840.09167825,0.615404,1000000000,0.000490,200115
23729484,1770472295,832.04616739,0.619351,1000000000,0.000491,200127
23731484,1770474295,855.83773182,0.607693,1000000000,0.000489,200091
23733484,1770476295,769.73800794,0.650079,1000000000,0.000495,200219
23735484,1770478295,864.06733547,0.603670,1000000000,0.000489,200079
23737484,1770480295,877.27710989,0.597223,1000000000,0.000488,200060
23739484,1770482295,874.70221566,0.598478,1000000000,0.000488,200063
23741484,1770484295,835.12588003,0.617840,1000000000,0.000491,200122
23743484,1770486295,931.53310962,0.570873,1000000000,0.000484,199980
23745484,1770488295,939.65119989,0.566948,1000000000,0.000483,199968
23747484,1770490295,1041.65100893,0.518035,1000000000,0.000476,199818
23749484,1770492295,1012.13762957,0.532113,1000000000,0.000478,199861
23751484,1770494295,999.51625296,0.538152,1000000000,0.000479,199880
