block,timestamp,amount0,amount1,total_supply,price,tick
23695484,1770438295,1067.22788454,0.505992,1000000000,0.000474,199781
23697484,1770440295,1007.10464796,0.534744,1000000000,0.000480,199901
23699484,1770442295,1016.53164992,0.530290,1000000000,0.000479,199882
23701484,1770444295,1002.40526326,0.537121,1000000000,0.000480,199911
23703484,1770446295,1004.71035347,0.536089,1000000000,0.000480,199906
23705484,1770448295,876.17247618,0.598817,1000000000,0.000493,200164
23707484,1770450295,890.14169428,0.592249,1000000000,0.000491,200138
23709484,1770452295,844.85770062,0.614733,1000000000,0.000496,200229
23711484,1770454295,861.49594262,0.606574,1000000000,0.000494,200196
23713484,1770456295,869.86387633,0.602486,1000000000,0.000493,200179
23715484,1770458295,835.02532988,0.619816,1000000000,0.000497,200250
23717484,1770460295,827.20178803,0.623765,1000000000,0.000498,200266
23719484,1770462295,829.81760556,0.622517,1000000000,0.000498,200261
23721484,1770464295,827.63906401,0.623642,1000000000,0.000498,200266
23723484,1770466295,897.85555755,0.589059,1000000000,0.000491,200125
23725484,1770468295,907.72069496,0.584429,1000000000,0.000490,200106
23727484,1770470295,903.33469419,0.586653,1000000000,0.000490,200115
23729484,1770472295,897.53193513,0.589562,1000000000,0.000491,200127
23731484,1770474295,915.16226799,0.580968,1000000000,0.000489,200091
23733484,1770476295,851.91856621,0.612215,1000000000,0.000495,200219
23735484,1770478295,921.70275356,0.578002,1000000000,0.000489,200079
23737484,1770480295,931.63854236,0.573249,1000000000,0.000488,200060
23739484,1770482295,934.75801824,0.574175,1000000000,0.000488,200063
23741484,1770484295,905.71137503,0.588448,1000000000,0.000491,200122
23743484,1770486295,976.88492930,0.553823,1000000000,0.000484,199980
23745484,1770488295,982.94218659,0.550930,1000000000,0.000483,199968
23747484,1770490295,1058.29190974,0.514870,1000000000,0.000476,199818
23749484,1770492295,1036.60114232,0.525249,1000000000,0.000478,199861
23751484,1770494295,1027.34411873,0.529701,1000000000,0.000479,199880
23753484,1770496295,1038.36417432,0.524454,1000000000,0.000478,199858
23755484,1770498295,1050.13723410,0.518869,1000000000,0.000477,199835
23757484,1770500295,1061.97091496,0.513246,1000000000,0.000476,199811
23759484,1770502295,1055.50270693,0.516336,1000000000,0.000476,199824
23761484,1770504295,1030.99287466,0.528062,1000000000,0.000479,199873
23763484,1770506295,1012.99174249,0.536715,1000000000,0.000480,199909
23765484,1770508295,1032.20845290,0.527531,1000000000,0.000478,199871
23767484,1770510295,1005.10751004,0.540560,1000000000,0.000481,199925
23769484,1770512295,1008.27130417,0.539072,1000000000,0.000481,199919
23771484,1770514295,1019.99882332,0.533459,1000000000,0.000480,199895
23773484,1770516295,1036.30628130,0.525675,1000000000,0.000478,199863
23775484,1770518295,1025.62674039,0.530822,1000000000,0.000479,199884
23777484,1770520295,1017.00835286,0.534988,1000000000,0.000480,199902
23779484,1770522295,1018.71603918,0.534188,1000000000,0.000480,199898
23781484,1770524295,984.83166456,0.550532,1000000000,0.000483,199966
23783484,1770526295,1001.83866705,0.542351,1000000000,0.000481,199932
23785484,1770528295,1021.45247377,0.532950,1000000000,0.000480,199893
23787484,1770530295,1016.64991467,0.535266,1000000000,0.000480,199903
23789484,1770532295,1021.89799615,0.532764,1000000000,0.000480,199893
23791484,1770534295,1003.65150414,0.541548,1000000000,0.000481,199929
23793484,1770536295,1004.42726011,0.541211,1000000000,0.000481,199928
23795484,1770538295,1005.41682401,0.540757,1000000000,0.000481,199926
23797484,1770540295,1072.39852679,0.508805,1000000000,0.000475,199793
23799484,1770542295,1070.29011918,0.509832,1000000000,0.000475,199797
23801484,1770544295,1049.75925812,0.519638,1000000000,0.000477,199838
23803484,1770546295,1024.59019540,0.531712,1000000000,0.000479,199888
23805484,1770548295,1045.02526167,0.521958,1000000000,0.000477,199848
23807484,1770550295,1087.97440850,0.501571,1000000000,0.000473,199763
23809484,1770552295,1118.97004670,0.486975,1000000000,0.000470,199702
23811484,1770554295,1139.32246292,0.477434,1000000000,0.000469,199662
23813484,1770556295,1111.33934260,0.490623,1000000000,0.000471,199717
23815484,1770558295,1099.94725235,0.496020,1000000000,0.000472,199740
23817484,1770560295,1104.86367205,0.493725,1000000000,0.000472,199730
23819484,1770562295,1108.54383031,0.492010,1000000000,0.000471,199723
23821484,1770564295,1099.41094075,0.496348,1000000000,0.000472,199741
23823484,1770566295,1077.16739093,0.506925,1000000000,0.000474,199785
23825484,1770568295,1084.75462559,0.503354,1000000000,0.000474,199770
23827484,1770570295,1027.62160535,0.530637,1000000000,0.000479,199884
23829484,1770572295,1031.87952906,0.528627,1000000000,0.000479,199875
23831484,1770574295,1045.54498938,0.522107,1000000000,0.000477,199848
23833484,1770576295,1091.44249758,0.500334,1000000000,0.000473,199758
23835484,1770578295,1087.84766758,0.502059,1000000000,0.000473,199765
23837484,1770580295,1112.87855909,0.490251,1000000000,0.000471,199716
23839484,1770582295,1101.44869136,0.495658,1000000000,0.000472,199738
23841484,1770584295,1063.05468579,0.513875,1000000000,0.000476,199814
23843484,1770586295,1078.04026124,0.506766,1000000000,0.000474,199785
23845484,1770588295,1044.46896939,0.522774,1000000000,0.000478,199851
23847484,1770590295,1045.20344145,0.522441,1000000000,0.000477,199850
23849484,1770592295,1113.06057724,0.490341,1000000000,0.000471,199716
23851484,1770594295,1034.27929402,0.527877,1000000000,0.000479,199872
23853484,1770596295,1025.75540166,0.532024,1000000000,0.000479,199889
23855484,1770598295,1019.15447450,0.535243,1000000000,0.000480,199903
23857484,1770600295,1053.53414887,0.518846,1000000000,0.000477,199835
23859484,1770602295,986.67719387,0.551035,1000000000,0.000483,199968
23861484,1770604295,1000.09100086,0.544599,1000000000,0.000482,199942
23863484,1770606295,1019.95986452,0.535080,1000000000,0.000480,199902
23865484,1770608295,1039.29925234,0.525848,1000000000,0.000478,199864
23867484,1770610295,1041.32239360,0.524926,1000000000,0.000478,199860
23869484,1770612295,1032.03380964,0.529389,1000000000,0.000479,199879
23871484,1770614295,1025.45516110,0.532556,1000000000,0.000479,199892
23873484,1770616295,1037.91232369,0.526608,1000000000,0.000478,199867
23875484,1770618295,997.70425822,0.545952,1000000000,0.000482,199947
23877484,1770620295,1016.93246096,0.536715,1000000000,0.000480,199909
23879484,1770622295,1003.42697362,0.543236,1000000000,0.000482,199936
23881484,1770624295,980.56295020,0.554304,1000000000,0.000484,199982
23883484,1770626295,932.35367023,0.577812,1000000000,0.000489,200078
23885484,1770628295,945.77200804,0.571292,1000000000,0.000487,200052
23887484,1770630295,914.48372665,0.586617,1000000000,0.000490,200114
23889484,1770632295,892.59153313,0.597408,1000000000,0.000492,200159
23891484,1770634295,867.16045595,0.610017,1000000000,0.000495,200210
23893484,1770636295,885.98765740,0.600747,1000000000,0.000493,200172
23895484,1770638295,880.49654518,0.603489,1000000000,0.000494,200183
23897484,1770640295,895.63637989,0.596047,1000000000,0.000492,200153
23899484,1770642295,895.12320785,0.596324,1000000000,0.000492,200154
23901484,1770644295,910.78542941,0.588664,1000000000,0.000491,200123
23903484,1770646295,845.99815269,0.620708,1000000000,0.000497,200254
23905484,1770648295,910.29682733,0.589083,1000000000,0.000491,200125
23907484,1770650295,940.78168333,0.574305,1000000000,0.000488,200064
23909484,1770652295,954.73530652,0.567599,1000000000,0.000486,200036
23911484,1770654295,955.29858950,0.567398,1000000000,0.000486,200036
23913484,1770656295,1045.70780185,0.523948,1000000000,0.000478,199856
23915484,1770658295,1032.14133100,0.530509,1000000000,0.000479,199883
23917484,1770660295,1149.54198955,0.475010,1000000000,0.000468,199652
23919484,1770662295,1129.17926402,0.484649,1000000000,0.000470,199692
23921484,1770664295,1118.18382930,0.489868,1000000000,0.000471,199714
23923484,1770666295,1132.56116047,0.483134,1000000000,0.000470,199686
23925484,1770668295,1115.49566412,0.491220,1000000000,0.000471,199720
23927484,1770670295,1128.00402448,0.485368,1000000000,0.000470,199695
23929484,1770672295,1100.43369377,0.498396,1000000000,0.000473,199750
23931484,1770674295,1114.75317101,0.491716,1000000000,0.000471,199722
23933484,1770676295,1103.91055408,0.496868,1000000000,0.000472,199743
23935484,1770678295,1105.93983988,0.495929,1000000000,0.000472,199739
23937484,1770680295,1086.22795528,0.505298,1000000000,0.000474,199778
23939484,1770682295,1076.11388608,0.510128,1000000000,0.000475,199799
23941484,1770684295,1059.80091704,0.517917,1000000000,0.000477,199831
23943484,1770686295,1087.07285359,0.504991,1000000000,0.000474,199777
23945484,1770688295,1100.56800927,0.498646,1000000000,0.000473,199751
23947484,1770690295,1097.31570530,0.500210,1000000000,0.000473,199757
23949484,1770692295,1075.33456908,0.510653,1000000000,0.000475,199801
23951484,1770694295,957.02168491,0.567622,1000000000,0.000486,200036
23953484,1770696295,982.58503962,0.555254,1000000000,0.000484,199986
23955484,1770698295,991.09965705,0.551164,1000000000,0.000483,199969
23957484,1770700295,985.87072559,0.553706,1000000000,0.000484,199979
23959484,1770702295,955.50121583,0.568474,1000000000,0.000487,200040
23961484,1770704295,945.13742692,0.573557,1000000000,0.000488,200061
23963484,1770706295,821.70729867,0.634583,1000000000,0.000500,200310
23965484,1770708295,853.71200787,0.618693,1000000000,0.000497,200246
23967484,1770710295,840.54428734,0.625258,1000000000,0.000498,200272
23969484,1770712295,844.94694121,0.623104,1000000000,0.000498,200263
23971484,1770714295,889.54981505,0.601049,1000000000,0.000493,200174
23973484,1770716295,870.28121877,0.610588,1000000000,0.000495,200212
23975484,1770718295,858.12396632,0.616633,1000000000,0.000496,200237
23977484,1770720295,855.86758273,0.617766,1000000000,0.000497,200242
23979484,1770722295,852.30375388,0.619548,1000000000,0.000497,200249
23981484,1770724295,844.02664891,0.623691,1000000000,0.000498,200266
23983484,1770726295,856.61526446,0.617462,1000000000,0.000497,200240
23985484,1770728295,841.12152318,0.625185,1000000000,0.000498,200272
23987484,1770730295,850.27654275,0.620671,1000000000,0.000497,200254
23989484,1770732295,859.51855475,0.616109,1000000000,0.000496,200235
23991484,1770734295,847.81301140,0.622003,1000000000,0.000497,200259
23993484,1770736295,871.45946907,0.610418,1000000000,0.000495,200212
23995484,1770738295,880.05198263,0.606259,1000000000,0.000494,200195
23997484,1770740295,899.28676420,0.596854,1000000000,0.000492,200156
23999484,1770742295,892.02209476,0.600481,1000000000,0.000493,200171
24001484,1770744295,900.65826800,0.596264,1000000000,0.000492,200154
24003484,1770746295,911.27395572,0.591085,1000000000,0.000491,200133
24005484,1770748295,851.52762793,0.620671,1000000000,0.000497,200254
24007484,1770750295,835.92249584,0.628496,1000000000,0.000499,200285
24009484,1770752295,878.58698206,0.607349,1000000000,0.000494,200199
24011484,1770754295,846.18480216,0.623446,1000000000,0.000498,200265
24013484,1770756295,852.26651266,0.620451,1000000000,0.000497,200253
24015484,1770758295,853.76406776,0.619731,1000000000,0.000497,200250
24017484,1770760295,843.73045781,0.624756,1000000000,0.000498,200270
24019484,1770762295,850.37374349,0.621465,1000000000,0.000497,200257
24021484,1770764295,861.81049479,0.615804,1000000000,0.000496,200234
24023484,1770766295,855.53421352,0.618937,1000000000,0.000497,200247
24025484,1770768295,875.70145227,0.608949,1000000000,0.000495,200206
24027484,1770770295,883.96190714,0.604879,1000000000,0.000494,200189
24029484,1770772295,880.85346536,0.606429,1000000000,0.000494,200196
24031484,1770774295,886.86832025,0.603477,1000000000,0.000494,200183
24033484,1770776295,889.12880071,0.602377,1000000000,0.000493,200179
24035484,1770778295,864.34398111,0.614660,1000000000,0.000496,200229
24037484,1770780295,837.52144628,0.628029,1000000000,0.000499,200284
24039484,1770782295,850.95029924,0.621368,1000000000,0.000497,200256
24041484,1770784295,785.15543451,0.654363,1000000000,0.000504,200390
24043484,1770786295,761.84459996,0.666214,1000000000,0.000506,200438
24045484,1770788295,767.47376373,0.663390,1000000000,0.000506,200427
24047484,1770790295,737.06657415,0.678845,1000000000,0.000509,200489
24049484,1770792295,706.20397861,0.694688,1000000000,0.000512,200553
24051484,1770794295,694.71057575,0.700627,1000000000,0.000513,200576
24053484,1770796295,711.07848232,0.692263,1000000000,0.000512,200543
24055484,1770798295,698.45358497,0.698782,1000000000,0.000513,200569
24057484,1770800295,698.11466586,0.698974,1000000000,0.000513,200570
24059484,1770802295,705.31709748,0.695302,1000000000,0.000512,200555
24061484,1770804295,674.77862872,0.711019,1000000000,0.000516,200618
24063484,1770806295,656.94965712,0.720257,1000000000,0.000518,200655
24065484,1770808295,683.02131889,0.706832,1000000000,0.000515,200601
24067484,1770810295,696.67809522,0.699832,1000000000,0.000513,200573
24069484,1770812295,725.92809248,0.684893,1000000000,0.000510,200513
24071484,1770814295,703.19154591,0.696542,1000000000,0.000513,200560
24073484,1770816295,697.80942331,0.699333,1000000000,0.000513,200571
24075484,1770818295,720.96443689,0.687587,1000000000,0.000511,200524
24077484,1770820295,796.94818395,0.649234,1000000000,0.000503,200369
24079484,1770822295,672.19064884,0.713008,1000000000,0.000516,200626
24081484,1770824295,645.05536272,0.727225,1000000000,0.000519,200683
24083484,1770826295,689.09705032,0.704568,1000000000,0.000514,200592
24085484,1770828295,627.05585139,0.736776,1000000000,0.000521,200721
24087484,1770830295,632.91169384,0.733791,1000000000,0.000520,200709
24089484,1770832295,674.51625876,0.712297,1000000000,0.000516,200623
24091484,1770834295,672.06867806,0.713615,1000000000,0.000516,200628
24093484,1770836295,686.30975966,0.706317,1000000000,0.000515,200599
24095484,1770838295,679.88746055,0.709691,1000000000,0.000515,200613
24097484,1770840295,708.01272414,0.695289,1000000000,0.000512,200555
24099484,1770842295,693.26833237,0.702898,1000000000,0.000514,200585
24101484,1770844295,718.44699805,0.690019,1000000000,0.000511,200534
24103484,1770846295,767.77919800,0.664996,1000000000,0.000506,200433
24105484,1770848295,733.44694529,0.682469,1000000000,0.000510,200503
24107484,1770850295,723.61101796,0.687524,1000000000,0.000511,200524
