block,timestamp,amount0,amount1,total_supply,price,tick
23695484,1770438295,1067.01891442,0.505992,1000000000,0.000474,199781
23697484,1770440295,960.18697802,0.556963,1000000000,0.000480,199901
23699484,1770442295,976.66764280,0.549066,1000000000,0.000479,199882
23701484,1770444295,951.43221750,0.561176,1000000000,0.000480,199911
23703484,1770446295,955.25555460,0.559346,1000000000,0.000480,199906
23705484,1770448295,726.41514199,0.670548,1000000000,0.000493,200164
23707484,1770450295,742.79017774,0.662515,1000000000,0.000491,200138
23709484,1770452295,687.11415941,0.690012,1000000000,0.000496,200229
23711484,1770454295,707.27992437,0.680034,1000000000,0.000494,200196
23713484,1770456295,717.41097289,0.675034,1000000000,0.000493,200179
23715484,1770458295,674.62569675,0.696229,1000000000,0.000497,200250
23717484,1770460295,664.92683501,0.701057,1000000000,0.000498,200266
23719484,1770462295,668.00247259,0.699531,1000000000,0.000498,200261
23721484,1770464295,665.24340852,0.700908,1000000000,0.000498,200266
23723484,1770466295,750.83575715,0.658614,1000000000,0.000491,200125
23725484,1770468295,762.41985510,0.652951,1000000000,0.000490,200106
23727484,1770470295,756.88307570,0.655671,1000000000,0.000490,200115
23729484,1770472295,749.63995555,0.659229,1000000000,0.000491,200127
23731484,1770474295,771.09783351,0.648718,1000000000,0.000489,200091
23733484,1770476295,693.48992934,0.686933,1000000000,0.000495,200219
23735484,1770478295,778.55689754,0.645091,1000000000,0.000489,200079
23737484,1770480295,790.48313438,0.639278,1000000000,0.000488,200060
23739484,1770482295,788.57809575,0.640410,1000000000,0.000488,200063
23741484,1770484295,752.90705634,0.657867,1000000000,0.000491,200122
23743484,1770486295,839.83562220,0.615521,1000000000,0.000484,199980
23745484,1770488295,847.16086184,0.611983,1000000000,0.000483,199968
23747484,1770490295,938.86582545,0.567883,1000000000,0.000476,199818
23749484,1770492295,906.17022589,0.583481,1000000000,0.000478,199861
23751484,1770494295,892.18955349,0.590173,1000000000,0.000479,199880
23753484,1770496295,908.67706416,0.582287,1000000000,0.000478,199858
23755484,1770498295,926.26939303,0.573893,1000000000,0.000477,199835
